2015-03-03 13:55:20-08,34.12505,-118.26149
2015-03-03 13:55:21-08,34.12592,-118.26199
2015-03-03 13:55:22-08,34.12592,-118.26199
2015-03-03 13:55:25-08,34.12619,-118.26216
2015-03-03 13:55:26-08,34.12656,-118.26233
2015-03-03 13:55:27-08,34.12784,-118.263
2015-03-03 13:55:28-08,34.128,-118.26307
2015-03-03 13:55:29-08,34.1282,-118.26317
2015-03-03 13:55:30-08,34.1282,-118.26317
2015-03-03 13:55:31-08,34.12894,-118.26353
2015-03-03 13:55:32-08,34.12894,-118.26353
2015-03-03 13:55:33-08,34.12894,-118.26353
2015-03-03 13:55:34-08,34.12999,-118.26401
2015-03-03 13:55:35-08,34.13015,-118.26405
2015-03-03 13:55:40-08,34.13191,-118.26479
2015-03-03 13:55:41-08,34.13191,-118.26479
2015-03-03 13:55:42-08,34.13191,-118.26479
2015-03-03 13:55:43-08,34.13275,-118.26513
2015-03-03 13:55:44-08,34.13275,-118.26513
2015-03-03 13:55:45-08,34.13275,-118.26513
2015-03-03 13:55:46-08,34.13361,-118.26547
2015-03-03 13:55:50-08,34.1348,-118.26588
2015-03-03 13:55:52-08,34.13545,-118.26611
2015-03-03 13:55:57-08,34.1369,-118.26651
2015-03-03 13:55:58-08,34.1369,-118.26651
2015-03-03 13:55:59-08,34.1369,-118.26651
2015-03-03 13:56:00-08,34.13791,-118.26676
2015-03-03 13:56:01-08,34.13823,-118.26687
2015-03-03 13:56:02-08,34.13839,-118.26691
2015-03-03 13:56:04-08,34.13914,-118.26709
2015-03-03 13:56:05-08,34.13914,-118.26709
2015-03-03 13:56:06-08,34.13997,-118.26725
2015-03-03 13:56:07-08,34.13997,-118.26725
2015-03-03 13:56:11-08,34.13997,-118.26725
2015-03-03 13:56:17-08,34.14369,-118.26759
2015-03-03 13:56:18-08,34.14409,-118.2676
2015-03-03 13:56:19-08,34.14444,-118.26759
2015-03-03 13:56:20-08,34.14459,-118.2676
2015-03-03 13:56:22-08,34.14459,-118.2676
2015-03-03 13:56:24-08,34.14551,-118.26759
2015-03-03 13:56:25-08,34.14656,-118.2676
2015-03-03 13:56:27-08,34.14656,-118.2676
2015-03-03 13:56:28-08,34.14656,-118.2676
2015-03-03 13:56:29-08,34.14656,-118.2676
2015-03-03 13:56:30-08,34.14656,-118.2676
2015-03-03 13:56:34-08,34.14977,-118.26749
2015-03-03 13:56:35-08,34.14977,-118.26749
2015-03-03 13:56:36-08,34.14977,-118.26749
2015-03-03 13:56:37-08,34.14977,-118.26749
2015-03-03 13:57:07-08,34.14977,-118.26749
2015-03-03 13:57:13-08,34.14977,-118.26749
2015-03-03 13:57:14-08,34.15494,-118.25633
2015-03-03 13:57:16-08,34.15494,-118.25633
2015-03-03 13:57:21-08,34.15473,-118.2538
2015-03-03 13:57:36-08,34.15473,-118.2538
2015-03-03 13:57:37-08,34.15473,-118.2538
2015-03-03 13:57:44-08,34.15305,-118.24614
2015-03-03 13:57:46-08,34.15305,-118.24614
2015-03-03 13:57:57-08,34.15305,-118.24614
2015-03-03 13:57:59-08,34.15063,-118.24153
2015-03-03 13:58:00-08,34.15063,-118.24153
2015-03-03 13:58:02-08,34.15021,-118.24064
2015-03-03 13:58:03-08,34.14995,-118.23996
2015-03-03 13:58:04-08,34.14995,-118.23996
2015-03-03 13:58:05-08,34.14995,-118.23996
2015-03-03 13:58:08-08,34.14995,-118.23996
2015-03-03 13:58:11-08,34.14928,-118.23727
2015-03-03 13:58:12-08,34.14928,-118.23727
2015-03-03 13:58:13-08,34.14922,-118.23649
2015-03-03 13:58:14-08,34.14922,-118.23649
2015-03-03 13:58:19-08,34.14942,-118.23389
2015-03-03 13:58:20-08,34.14949,-118.23369
2015-03-03 13:58:24-08,34.15021,-118.23166
2015-03-03 13:58:25-08,34.15021,-118.23166
2015-03-03 13:58:26-08,34.15041,-118.23128
2015-03-03 13:58:32-08,34.15041,-118.23128
2015-03-03 13:58:33-08,34.15041,-118.23128
2015-03-03 13:58:35-08,34.15041,-118.23128
2015-03-03 13:58:40-08,34.15403,-118.22714
2015-03-03 13:58:41-08,34.15403,-118.22714
2015-03-03 13:58:42-08,34.15403,-118.22714
2015-03-03 13:58:43-08,34.15403,-118.22714
2015-03-03 13:58:44-08,34.15519,-118.22651
2015-03-03 13:58:49-08,34.15519,-118.22651
2015-03-03 13:58:50-08,34.15727,-118.22578
2015-03-03 13:58:51-08,34.15761,-118.22565
2015-03-03 13:58:52-08,34.15791,-118.22556
2015-03-03 13:58:53-08,34.15845,-118.22542
2015-03-03 13:58:54-08,34.15865,-118.22533
2015-03-03 13:59:00-08,34.16054,-118.22479
2015-03-03 13:59:01-08,34.16107,-118.22466
2015-03-03 13:59:02-08,34.16162,-118.22449
2015-03-03 13:59:03-08,34.16162,-118.22449
2015-03-03 13:59:04-08,34.16162,-118.22449
2015-03-03 13:59:05-08,34.16245,-118.22428
2015-03-03 13:59:09-08,34.16245,-118.22428
2015-03-03 13:59:10-08,34.16418,-118.22382
